"","siteName","studyCode","investigators","first_year","last_year","latitude","longitude","elevation","species","reference","doi","contr_year","NOAAStudyId","NOAASiteId","url"
"11","Black Mountain USBKM001","USBKM001","Baisan, C.H.; Swetnam, T.W.",1459,1986,33.35,-108.22,2650,"PIPO, PIST, PSME",NA,NA,2008,"1928","20026","https://www.ncdc.noaa.gov/paleo/study/1928"
"12","Bonita Canyon and Manzanita Mountains","USBON001","Baisan, C.H.; Swetnam, T.W.",1480,1992,34.97,-106.42,NA,"PIPO",NA,NA,2008,"1929","20027","https://www.ncdc.noaa.gov/paleo/study/1929"
"13","Canon de Turrieta","USCDE001","Baisan, C.H.; Swetnam, T.W.",1550,1993,34.68,-106.42,2700,"PIPO, PIST, PSME",NA,NA,2008,"1930","20028","https://www.ncdc.noaa.gov/paleo/study/1930"
"14","Capilla Peak Campground","USCPC001","Baisan, C.H.; Caprio, A.C.",1600,1992,34.7,-106.4,NA,"PIPO, PIST, PSME",NA,NA,2008,"1931","20029","https://www.ncdc.noaa.gov/paleo/study/1931"
"15","Continental Divide Peak","USCDP001","Baisan, C.H.; Morino, K.; Touchan, R.; Riser, J.P.",1445,1992,31.57,-108.78,2470,"PIPO, PIST, PSME",NA,NA,2008,"1932","20030","https://www.ncdc.noaa.gov/paleo/study/1932"
"16","Continental Divide Saddle","USCDS001","Baisan, C.H.; Caprio, A.C.; Morino, K.; Riser, J.P.",1445,1992,31.55,-108.78,2410,"PIPO, PIST",NA,NA,2008,"1933","20031","https://www.ncdc.noaa.gov/paleo/study/1933"
"17","Eagle Feather","USEGF001","Baisan, C.H.; Caprio, A.C.; Touchan, R.; Morino, K.; Riser, J.P.; Villanueva-Diaz, J.",1445,1992,31.55,-108.78,2440,"PIST, PSME",NA,NA,2008,"1934","20032","https://www.ncdc.noaa.gov/paleo/study/1934"
"18","Giant Forest Pines","USGFP001","Baisan, C.H.; Kaib, M.; Swetnam, T.W.; Riser, J.P.",1261,1993,36.57,-119.75,2200,"PIEN, PPTR, PSME",NA,NA,2008,"1935","20033","https://www.ncdc.noaa.gov/paleo/study/1935"
"19","Hitchcock","USHIT001","Baisan, C.H.; Morino, K.",1400,1996,32.38,-110.68,1965,"",NA,NA,2004,"1936","20034","https://www.ncdc.noaa.gov/paleo/study/1936"
"20","Ice Canyon","USICE001","Baisan, C.H.; Caprio, A.C.",1446,1992,32.32,-106.57,NA,"PIPO",NA,NA,2008,"1937","20035","https://www.ncdc.noaa.gov/paleo/study/1937"
"21","La Luz Trail, Sandia Mountains","USLLT001","Baisan, C.H.; Swetnam, T.W.",1350,1993,35.22,-106.47,2680,"PIPO",NA,NA,2008,"1938","20036","https://www.ncdc.noaa.gov/paleo/study/1938"
"22","Lomas Animas West","USLAW001","Baisan, C.H.; Riser, J.P.",1445,1992,31.57,-108.78,2530,"PISF",NA,NA,2008,"1939","20037","https://www.ncdc.noaa.gov/paleo/study/1939"
"23","Mica Mountain","USRIN001","Baisan, C.H.; Swetnam, T.W.",1481,1983,32.2,-110.5,2225,"JUDE, PIPO, PISF",NA,NA,2008,"1940","20038","https://www.ncdc.noaa.gov/paleo/study/1940"
"24","Pino Canyon, Sandia Mountains","USPNO001","Baisan, C.H.; Swetnam, T.W.",1600,1993,35.17,-106.43,2440,"PIPO",NA,NA,2006,"1941","20039","https://www.ncdc.noaa.gov/paleo/study/1941"
"25","Rincon Peak","USRIN002","Baisan, C.H.",1480,1926,32.12,-110.52,2200,"",NA,NA,2008,"1942","20040","https://www.ncdc.noaa.gov/paleo/study/1942"
"26","Rose Canyon Lower","USRCL001","Baisan, C.H.; Morino, K.; Seklecki, M.T.; Grissino-Mayer, H.D.",1400,1996,32.4,-110.7,2190,"",NA,NA,2004,"1943","20041","https://www.ncdc.noaa.gov/paleo/study/1943"
"27","Rose Canyon Upper","USRCU001","Baisan, C.H.; Morino, K.; Seklecki, M.T.; Grissino-Mayer, H.D.",1400,1996,32.4,-110.68,2370,"",NA,NA,2004,"1944","20042","https://www.ncdc.noaa.gov/paleo/study/1944"
"28","Sara Deming Canyon","USSDC001","Baisan, C.H.; Morino, K.",1200,1996,32,-109.33,1950,"PSME",NA,NA,2004,"1945","20043","https://www.ncdc.noaa.gov/paleo/study/1945"
"29","Kellett Bluff","USWKB001","Bakker, J.D.; Jones, E.; Sprenger, C.B.",1502,2011,48.588,-123.197,35,"PSME","Jonathan D. Bakker, Ellen Jones, Carson B. Sprenger. 2019. Evidence of a historical frequent, low-severity fire regime in western Washington, USA. Canadian Journal of Forest Research. . doi: 10.1139/cjfr-2018-0354",NA,2019,"26331","57838","https://www.ncdc.noaa.gov/paleo/study/26331"
"30","Turn Point","USWTP001","Bakker, J.D.; Jones, E.; Sprenger, C.B.",1616,2010,48.689,-123.237,55,"PSME","Jonathan D. Bakker, Ellen Jones, Carson B. Sprenger. 2019. Evidence of a historical frequent, low-severity fire regime in western Washington, USA. Canadian Journal of Forest Research. . doi: 10.1139/cjfr-2018-0354",NA,2019,"26332","57843","https://www.ncdc.noaa.gov/paleo/study/26332"
"31","Lake Duparquet Island #113","CA113001","Bergeron, Y.; Brisson, J.",1624,1984,48.52,-79.3,270,"PIBN",NA,NA,2008,"1947","20045","https://www.ncdc.noaa.gov/paleo/study/1947"
"32","Lake Duparquet Island #118","CA118001","Bergeron, Y.; Brisson, J.",1660,1984,48.5,-79.3,270,"PIBN, THOC",NA,NA,2008,"1948","20046","https://www.ncdc.noaa.gov/paleo/study/1948"
"33","Lake Duparquet Island #124","CA124001","Bergeron, Y.; Brisson, J.",1844,1984,48.48,-79.28,270,"THOC",NA,NA,2008,"1949","20047","https://www.ncdc.noaa.gov/paleo/study/1949"
"34","Lake Duparquet Island #131","CA131001","Bergeron, Y.; Brisson, J.",1576,1984,48.47,-79.27,270,"PIBN, PIRE",NA,NA,2008,"1950","20048","https://www.ncdc.noaa.gov/paleo/study/1950"
"35","Lake Duparquet Island #133","CA133001","Bergeron, Y.; Brisson, J.",1620,1984,48.47,-79.27,270,"THOC",NA,NA,2008,"1951","20049","https://www.ncdc.noaa.gov/paleo/study/1951"
"36","Lake Duparquet Island #15","CA015001","Bergeron, Y.; Brisson, J.",1833,1984,48.5,-79.32,270,"PIBN, THOC",NA,NA,2005,"1952","20050","https://www.ncdc.noaa.gov/paleo/study/1952"
"37","Lake Duparquet Island #17","CA017001","Bergeron, Y.; Brisson, J.",1771,1984,48.5,-79.32,270,"THOC",NA,NA,2008,"1953","20051","https://www.ncdc.noaa.gov/paleo/study/1953"
"38","Lake Duparquet Island #27","CA027001","Bergeron, Y.; Brisson, J.",1717,1984,48.45,-79.32,270,"THOC",NA,NA,2008,"1954","20052","https://www.ncdc.noaa.gov/paleo/study/1954"
"39","Lake Duparquet Island #35","CA035001","Bergeron, Y.; Brisson, J.",1627,1984,48.47,-79.27,270,"THOC",NA,NA,2005,"1955","20053","https://www.ncdc.noaa.gov/paleo/study/1955"
"40","Lake Duparquet Island #37","CA037001","Bergeron, Y.; Brisson, J.",1745,1985,48.45,-79.27,280,"THOC",NA,NA,2008,"1956","20054","https://www.ncdc.noaa.gov/paleo/study/1956"
"41","Lake Duparquet Island #39","CA039001","Bergeron, Y.; Brisson, J.",1644,1984,48.45,-79.27,270,"THOC",NA,NA,2008,"1957","20055","https://www.ncdc.noaa.gov/paleo/study/1957"
"42","Lake Duparquet Island #4","CA004001","Bergeron, Y.; Brisson, J.",1816,1984,48.5,-79.33,270,"PIBN, THOC",NA,NA,2008,"1958","20056","https://www.ncdc.noaa.gov/paleo/study/1958"
"43","Lake Duparquet Island #42","CA042001","Bergeron, Y.; Brisson, J.",1814,1984,48.45,-79.28,270,"PIBN, PIRE",NA,NA,2008,"1959","20057","https://www.ncdc.noaa.gov/paleo/study/1959"
"44","Lake Duparquet Island #43","CA043001","Bergeron, Y.; Brisson, J.",1908,1984,48.47,-79.28,270,"PIBN, THOC",NA,NA,2005,"1960","20058","https://www.ncdc.noaa.gov/paleo/study/1960"
"45","Lake Duparquet Island #45","CA045001","Bergeron, Y.; Brisson, J.",1667,1985,48.45,-79.28,280,"PIBN, PIRE, THOC",NA,NA,2008,"1961","20059","https://www.ncdc.noaa.gov/paleo/study/1961"
"46","Lake Duparquet Island #50","CA050001","Bergeron, Y.; Brisson, J.",1839,1984,48.45,-79.28,270,"THOC",NA,NA,2008,"1962","20060","https://www.ncdc.noaa.gov/paleo/study/1962"
"47","Lake Duparquet Island #54","CA054001","Bergeron, Y.; Brisson, J.",1505,1984,48.43,-79.28,270,"THOC",NA,NA,2005,"1963","20061","https://www.ncdc.noaa.gov/paleo/study/1963"
"48","Lake Duparquet Island #61","CA061001","Bergeron, Y.; Brisson, J.",1645,1984,48.43,-79.25,270,"THOC",NA,NA,2008,"1964","20062","https://www.ncdc.noaa.gov/paleo/study/1964"
"49","Lake Duparquet Island #70","CA070001","Bergeron, Y.; Brisson, J.",1715,1984,48.47,-79.25,270,"THOC",NA,NA,2008,"1965","20063","https://www.ncdc.noaa.gov/paleo/study/1965"
"50","Lake Duparquet Island #77","CA077001","Bergeron, Y.; Brisson, J.",1710,1984,48.48,-79.25,270,"PIBN, THOC",NA,NA,2005,"1966","20064","https://www.ncdc.noaa.gov/paleo/study/1966"
"51","Lake Duparquet Island #83","CA083001","Bergeron, Y.; Brisson, J.",1821,1985,48.48,-79.25,270,"THOC",NA,NA,2008,"1967","20065","https://www.ncdc.noaa.gov/paleo/study/1967"
"52","Lake Duparquet Island #88","CA088001","Bergeron, Y.; Brisson, J.",1896,1984,48.48,-79.23,270,"PCGL, PIBN",NA,NA,2008,"1968","20066","https://www.ncdc.noaa.gov/paleo/study/1968"
"53","Lake Duparquet Island #90","CA090001","Bergeron, Y.; Brisson, J.",1722,1984,48.47,-79.23,270,"PIRE",NA,NA,2008,"1969","20067","https://www.ncdc.noaa.gov/paleo/study/1969"
"54","Lake Duparquet Island #91","CA091001","Bergeron, Y.; Brisson, J.",1738,1984,48.47,-79.23,270,"THOC",NA,NA,2005,"1970","20068","https://www.ncdc.noaa.gov/paleo/study/1970"
"55","Lake Duparquet Island #98","CA098001","Bergeron, Y.; Brisson, J.",1913,1984,48.48,-79.23,270,"THOC",NA,NA,2008,"1971","20069","https://www.ncdc.noaa.gov/paleo/study/1971"
"56","Lake Duparquet Mesic Mainland Sites","CADMM001","Bergeron, Y.; Brisson, J.",1573,1985,48.47,-79.28,270,"PIBN, PIRE, THOC",NA,NA,2008,"1972","20070","https://www.ncdc.noaa.gov/paleo/study/1972"
"57","Lake Duparquet Xerix Mainland Sites","CADMX001","Bergeron, Y.; Brisson, J.",1528,1986,48.47,-79.28,270,"PIBN, PIRE, THOC",NA,NA,2008,"1973","20071","https://www.ncdc.noaa.gov/paleo/study/1973"
"58","Haflin Canyon","USHAF001","Bigio, E.R.; Swetnam, T.W.; Baisan, C.H.",1570,2002,37.365701,-107.835488,2500,"PIPO","Bigio, E.R. 2013. Late Holocene Fire and Climate History of the Western San Juan Mountains, Colorado: Results from Alluvial Stratigraphy and Tree-Ring Methods. PhD dissertation, University of Arizona. , 207 pages. ",NA,2014,"16800","56137","https://www.ncdc.noaa.gov/paleo/study/16800"
"59","Marina Basin (Vallecito Reservoir)","USMAR001","Bigio, E.R.; Swetnam, T.W.; Baisan, C.H.",1444,2002,37.398606,-107.563078,2600,"PIPO, PIST, PSME","Bigio, E.R. 2013. Late Holocene Fire and Climate History of the Western San Juan Mountains, Colorado: Results from Alluvial Stratigraphy and Tree-Ring Methods. PhD dissertation, University of Arizona. , 207 pages. ",NA,2014,"16819","56150","https://www.ncdc.noaa.gov/paleo/study/16819"
"60","Stevens Creek","USSTE001","Bigio, E.R.; Swetnam, T.W.; Baisan, C.H.",1282,2002,37.407654,-107.803325,2500,"PIPO, PIST, PSME","Bigio, E.R. 2013. Late Holocene Fire and Climate History of the Western San Juan Mountains, Colorado: Results from Alluvial Stratigraphy and Tree-Ring Methods. PhD dissertation, University of Arizona. , 207 pages. ",NA,2014,"16827","56151","https://www.ncdc.noaa.gov/paleo/study/16827"
"61","Vallecito Country Market","USVCM001","Bigio, E.R.; Swetnam, T.W.; Baisan, C.H.",1502,2004,37.437846,-107.561018,2600,"PIPO","Bigio, E., Swetnam, T.W., Baisan, C.H.  2010. 2010. A comparison and integration of tree-ring and alluvial records of fire history at the Missionary Ridge Fire, Durango, Colorado, USA. The Holocene, 20, 7, 1047 - 1061. doi: 10.1177/0959683610369502",NA,2014,"16828","56153","https://www.ncdc.noaa.gov/paleo/study/16828"
"62","Archuleta Mesa","USACH024","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2441,"PIPO",NA,NA,2008,"1974","20072","https://www.ncdc.noaa.gov/paleo/study/1974"
"63","Archuleta Mesa Plot A0","USACH001","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.27,2237,"JUSP, PIED, PIPO",NA,NA,2006,"1975","20073","https://www.ncdc.noaa.gov/paleo/study/1975"
"64","Archuleta Mesa Plot A05","USACH002","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.27,2250,"PIPO",NA,NA,2008,"1976","20074","https://www.ncdc.noaa.gov/paleo/study/1976"
"65","Archuleta Mesa Plot A1","USACH003","Brown, P.M.; Wu, R.",1490,2002,37.17,-107.27,2261,"JUOS, JUSP, PIED, PIPO",NA,NA,2006,"1977","20075","https://www.ncdc.noaa.gov/paleo/study/1977"
"66","Archuleta Mesa Plot A15","USACH004","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.27,2273,"JUSP, PIPO",NA,NA,2006,"1978","20076","https://www.ncdc.noaa.gov/paleo/study/1978"
"67","Archuleta Mesa Plot A2","USACH005","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.27,2291,"PIED, PIPO",NA,NA,2008,"1979","20077","https://www.ncdc.noaa.gov/paleo/study/1979"
"68","Archuleta Mesa Plot A25","USACH006","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2320,"JUOS, JUSP, PIED, PIPO",NA,NA,2006,"1980","20078","https://www.ncdc.noaa.gov/paleo/study/1980"
"69","Archuleta Mesa Plot A3","USACH007","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2316,"JUSP, PIPO, PSME",NA,NA,2008,"1981","20079","https://www.ncdc.noaa.gov/paleo/study/1981"
"70","Archuleta Mesa Plot AA05","USACH008","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.27,2228,"JUOS, JUSP, PIED, PIPO",NA,NA,2007,"1982","20080","https://www.ncdc.noaa.gov/paleo/study/1982"
"71","Archuleta Mesa Plot AA1","USACH009","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.27,2238,"JUOS, JUSP, PIED, PIPO",NA,NA,2006,"1983","20081","https://www.ncdc.noaa.gov/paleo/study/1983"
"72","Archuleta Mesa Plot AA15","USACH010","Brown, P.M.; Wu, R.",1485,2002,37.17,-107.27,2249,"JUSP, PIPO",NA,NA,2008,"1984","20082","https://www.ncdc.noaa.gov/paleo/study/1984"
"73","Archuleta Mesa Plot AA2","USACH011","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.27,2271,"JUSP, PIED, PIPO",NA,NA,2006,"1985","20083","https://www.ncdc.noaa.gov/paleo/study/1985"
"74","Archuleta Mesa Plot AA25","USACH012","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2277,"PIPO",NA,NA,2008,"1986","20084","https://www.ncdc.noaa.gov/paleo/study/1986"
"75","Archuleta Mesa Plot AA3","USACH013","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2297,"JUOS, PIED, PIPO, PSME",NA,NA,2008,"1987","20085","https://www.ncdc.noaa.gov/paleo/study/1987"
"76","Archuleta Mesa Plot B2","USACH014","Brown, P.M.; Wu, R.",1470,2002,37.17,-107.27,2251,"JUSP, PIED, PIPO",NA,NA,2008,"1988","20086","https://www.ncdc.noaa.gov/paleo/study/1988"
"77","Archuleta Mesa Plot B3","USACH015","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2286,"JUSP, PIPO, PSME",NA,NA,2006,"1989","20087","https://www.ncdc.noaa.gov/paleo/study/1989"
"78","Archuleta Mesa Plot B35","USACH016","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2331,"JUOS, JUSP, PIED, PIPO",NA,NA,2008,"1990","20088","https://www.ncdc.noaa.gov/paleo/study/1990"
"79","Archuleta Mesa Plot C2","USACH017","Brown, P.M.; Wu, R.",1490,2002,37.17,-107.27,2219,"JUOS, JUSP, PIPO",NA,NA,2006,"1991","20089","https://www.ncdc.noaa.gov/paleo/study/1991"
"80","Archuleta Mesa Plot C3","USACH018","Brown, P.M.; Wu, R.",1490,2002,37.17,-107.25,2253,"JUSP, PIED, PIPO, PSME",NA,NA,2006,"1992","20090","https://www.ncdc.noaa.gov/paleo/study/1992"
"81","Archuleta Mesa Plot C4","USACH019","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2274,"PIPO, PSME",NA,NA,2008,"1993","20091","https://www.ncdc.noaa.gov/paleo/study/1993"
"82","Archuleta Mesa Plot C5","USACH020","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2377,"PIED, PIPO, PSME",NA,NA,2006,"1994","20092","https://www.ncdc.noaa.gov/paleo/study/1994"
"83","Archuleta Mesa Plot C6","USACH021","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.23,2441,"JUSP, PIPO, PSME",NA,NA,2008,"1995","20093","https://www.ncdc.noaa.gov/paleo/study/1995"
"84","Archuleta Mesa Plot D2","USACH022","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.27,2190,"PIPO",NA,NA,2008,"1996","20094","https://www.ncdc.noaa.gov/paleo/study/1996"
"85","Archuleta Mesa Plot D3","USACH023","Brown, P.M.; Wu, R.",1500,2002,37.17,-107.25,2255,"JUOS, JUSP, PIED, PIPO",NA,NA,2006,"1997","20095","https://www.ncdc.noaa.gov/paleo/study/1997"
"86","Ashenfelder Lower","USASL001","Brown, P.M.",1350,2000,42.33,-105.38,1935,"PIPO",NA,NA,2008,"1998","20096","https://www.ncdc.noaa.gov/paleo/study/1998"
"87","Ashenfelder Upper","USASU001","Brown, P.M.",1350,2000,42.33,-105.4,1945,"PIPO",NA,NA,2008,"1999","20097","https://www.ncdc.noaa.gov/paleo/study/1999"
"88","Bannock Creek","USBAN001","Brown, P.M.; Sutherland, E.K.; Morgan, P.",1582,2005,43.8,-115.78,1405,"PIPO",NA,NA,2008,"6022","20098","https://www.ncdc.noaa.gov/paleo/study/6022"
"89","Bear Lodge Central","USBLC001","Brown, P.M.",1700,1995,44.57,-104.38,1570,"PIPO",NA,NA,2008,"2000","20099","https://www.ncdc.noaa.gov/paleo/study/2000"
"90","Bear Lodge North","USBLN001","Brown, P.M.",1350,1995,44.58,-104.38,1540,"PIPO",NA,NA,2008,"2001","20100","https://www.ncdc.noaa.gov/paleo/study/2001"
"91","Black Hills Exp. Forest","USBEF001","Brown, P.M.",1450,1995,44.17,-103.65,1760,"PIPO",NA,NA,2008,"2002","20101","https://www.ncdc.noaa.gov/paleo/study/2002"
"92","Black Hills Plot 101","US101001","Brown, P.M.",1480,2000,43.93,-103.9,2002,"PIPO",NA,NA,2008,"2003","20102","https://www.ncdc.noaa.gov/paleo/study/2003"
"93","Black Hills Plot 103","US103001","Brown, P.M.",1390,2000,43.9,-103.9,1926,"PIPO",NA,NA,2008,"2004","20103","https://www.ncdc.noaa.gov/paleo/study/2004"
"94","Black Hills Plot 104","US104001","Brown, P.M.",1500,2000,43.9,-103.85,2012,"PIPO",NA,NA,2009,"2005","20104","https://www.ncdc.noaa.gov/paleo/study/2005"
"95","Black Hills Plot 105","US105001","Brown, P.M.",1500,2000,43.92,-103.9,1954,"PIPO",NA,NA,2004,"2006","20105","https://www.ncdc.noaa.gov/paleo/study/2006"
"96","Black Hills Plot 106","US106001","Brown, P.M.",1500,2000,43.88,-103.92,1875,"PIPO",NA,NA,2003,"2007","20106","https://www.ncdc.noaa.gov/paleo/study/2007"
"97","Black Hills Plot 108","US108001","Brown, P.M.",1500,2000,43.93,-103.97,1926,"PIPO",NA,NA,2009,"2008","20107","https://www.ncdc.noaa.gov/paleo/study/2008"
"98","Black Hills Plot 109","US109001","Brown, P.M.",1390,2000,43.93,-103.95,1978,"PIPO",NA,NA,2008,"2009","20108","https://www.ncdc.noaa.gov/paleo/study/2009"
"99","Black Hills Plot 110","US110001","Brown, P.M.",1500,2000,43.92,-103.95,1906,"PIPO",NA,NA,2008,"2010","20109","https://www.ncdc.noaa.gov/paleo/study/2010"
"100","Black Hills Plot 111","US111001","Brown, P.M.",1500,2000,43.88,-103.93,1912,"PIPO",NA,NA,2008,"2011","20110","https://www.ncdc.noaa.gov/paleo/study/2011"
"101","Black Hills Plot 112","US112001","Brown, P.M.",1500,2000,43.92,-103.85,2048,"PIPO",NA,NA,2003,"2012","20111","https://www.ncdc.noaa.gov/paleo/study/2012"
"102","Black Hills Plot 113","US113001","Brown, P.M.",1500,2000,43.9,-102.95,1854,"PIPO",NA,NA,2004,"2013","20112","https://www.ncdc.noaa.gov/paleo/study/2013"
"103","Black Hills Plot 114","US114001","Brown, P.M.",1500,2000,43.88,-103.87,1962,"PIPO",NA,NA,2008,"2014","20113","https://www.ncdc.noaa.gov/paleo/study/2014"
"104","Black Hills Plot 201","US201001","Brown, P.M.",1190,2000,43.7,-103.83,1557,"PIPO",NA,NA,2008,"2015","20114","https://www.ncdc.noaa.gov/paleo/study/2015"
"105","Black Hills Plot 202","US202001","Brown, P.M.",1500,2000,43.7,-103.8,1672,"PIPO",NA,NA,2003,"2016","20115","https://www.ncdc.noaa.gov/paleo/study/2016"
"106","Black Hills Plot 203","US203001","Brown, P.M.",1190,2000,43.73,-103.85,1688,"PIPO",NA,NA,2003,"2017","20116","https://www.ncdc.noaa.gov/paleo/study/2017"
"107","Black Hills Plot 204","US204001","Brown, P.M.",1500,2000,43.73,-103.8,1736,"PIPO",NA,NA,2008,"2018","20117","https://www.ncdc.noaa.gov/paleo/study/2018"
"108","Black Hills Plot 205","US205001","Brown, P.M.",1450,2000,43.75,-103.83,1763,"PIPO",NA,NA,2008,"2019","20118","https://www.ncdc.noaa.gov/paleo/study/2019"
